Model 1,,Model 2,,Model 3,
X,Y,X,Y,X,Y
0.6284613467222164,0.20465387631345106,0.883231848449241,0.12502901353965212,,
0.6310878467400207,0.19520685869622068,0.8897980984937521,0.1371751790475198,,
0.6337143467578255,0.1871094150243089,0.8937378485204586,0.14392304877411288,,
0.6363408467756297,0.17901197135239716,0.9003040985649697,0.15741878822729916,,
0.638967346793434,0.17091452768048543,0.9042438485916762,0.16281708400857364,,
0.6415938468112383,0.16281708400857364,0.9068703486094805,0.16686580584452954,,
0.6442203468290426,0.1547196403366619,0.912123348645089,0.17766239740707856,,
0.6468468468468473,0.14662219666475013,0.9147498486628938,0.1817111192430344,,
0.6494733468646516,0.1385247529928384,0.9173763486806981,0.1871094150243089,,
0.6520998468824559,0.13177688326624526,0.9252558487341109,0.20060515447749516,,
0.6547263469002602,0.12502901353965212,0.9291955987608178,0.2073530242040883,,
0.6586660969269666,0.11423242197710315,0.9357618488053285,0.21814961576663733,,
0.6639190969625757,0.10073668252391688,0.9383883488231328,0.22219833760259317,,
0.6678588469892821,0.09263923885200509,0.9423280988498397,0.2289462073291863,,
0.6717985970159885,0.08184264728945612,0.9502075989032526,0.24109237283705393,,
0.6770515970515976,0.07104605572690714,0.9554605989388616,0.24784024256364706,,
0.6823045970872061,0.06024946416435817,0.9659665990100788,0.2599864080715147,,
0.6875575971228152,0.05147723351978706,0.9712195990456878,0.26538470385278917,,
0.6928105971584237,0.04203021590255673,0.9817255991169054,0.2755065084426789,,
0.6980635971940323,0.03393277223064495,0.986978599152514,0.27888044330597545,,
0.7033165972296413,0.02718490250405181,0.9922315991881225,0.2802300172512941,,
0.7085695972652499,0.020437032777458675,0.9961713492148294,0.2802300172512941,,
0.7151358473097611,0.013014376078206213,0.013167775446356167,0.28374709466612563,,
0.723015347363174,0.007166222315158843,-0.0005987816978179072,0.28374709466612563,,
0.7308948474165873,0.003117500479203006,,,,
0.7414008474878049,-0.0013810793385258258,,,,
0.7492803475412178,-0.001830937320298598,,,,
0.7558465975857289,-0.0011561503476393842,,,,
0.7650393476480439,0.003117500479203006,,,,
0.7729188477014572,0.008515796260477493,,,,
0.7873645977993813,0.02246139369543665,,,,
0.7926175978349903,0.029884050394689,,,,
0.7978705978705989,0.03730670709394146,,,,
0.8031235979062075,0.045404150765853246,,,,
0.8083765979418165,0.05485116838308357,,,,
0.8136295979774251,0.06564775994563266,,,,
0.8175693480041315,0.07239562967222579,,,,
0.8215090980308384,0.08184264728945612,,,,
0.826762098066447,0.09263923885200509,,,,
0.8307018480931534,0.10208625646923553,,,,
0.8333283481109581,0.10883412619582866,,,,
0.8359548481287624,0.1155819959224218,,,,
0.8385813481465667,0.12232986564901493,,,,
0.841207848164371,0.13042730932092667,,,,
0.8438343481821753,0.1371751790475198,,,,
0.84646084819998,0.14392304877411288,,,,
0.8490873482177843,0.15202049244602467,,,,
0.8517138482355886,0.1601179361179364,,,,
0.8543403482533929,0.16821537978984819,,,,
0.8569668482711972,0.17631282346175992,,,,
0.8595933482890019,0.18441026713367165,,,,
0.8622198483068062,0.19250771080558343,,,,
0.8648463483246105,0.2019547284228138,,,,
0.8674728483424148,0.21005217209472554,,,,
0.8700993483602191,0.21949918971195592,,,,
0.8727258483780234,0.2289462073291863,,,,
0.8753523483958281,0.23704365100109803,,,,
0.8779788484136324,0.24784024256364706,,,,
0.8806053484314367,0.2559376862355588,,,,
0.883231848449241,0.2667342777981078,,,,
0.8858583484670453,0.27483172147001955,,,,
0.88848484848485,0.2856283130325686,,,,
0.8911113485026543,0.2937257567044803,,,,
0.8937378485204586,0.30452234826702934,,,,
0.8963643485382629,0.3153189398295783,,,,
0.8989908485560671,0.32611553139212734,,,,
0.9016173485738719,0.3342129750640391,,,,
0.9042438485916762,0.3450095666265881,,,,
0.9068703486094805,0.3558061581891371,,,,
0.9094968486272847,0.36390360186104886,,,,
0.912123348645089,0.37470019342359784,,,,
0.9147498486628938,0.3854967849861468,,,,
0.9173763486806981,0.3935942286580586,,,,
0.9200028486985024,0.40439082022060757,,,,
0.9226293487163066,0.4151874117831566,,,,
0.9252558487341109,0.42328485545506833,,,,
0.9278823487519157,0.43408144701761736,,,,
0.93050884876972,0.4421788906895291,,,,
0.9331353487875242,0.4516259083067595,,,,
0.9357618488053285,0.46107292592398985,,,,
0.9383883488231328,0.46917036959590164,,,,
0.9410148488409376,0.4772678132678134,,,,
0.9436413488587418,0.48671483088504375,,,,
0.9462678488765461,0.49481227455695553,,,,
0.9488943488943504,0.5029097182288673,,,,
0.9515208489121547,0.5096575879554603,,,,
0.9541473489299594,0.5164054576820535,,,,
0.9580870989566659,0.5272020492446026,,,,
0.9633400989922745,0.5379986408071515,,,,
0.9685930990278835,0.5487952323697005,,,,
0.9738460990634921,0.5589170369595902,,,,
0.9804123491080032,0.5676892676041613,,,,
0.9882918491614161,0.5735374213672086,,,,
0.9935448491970251,0.5771362852213917,,,,
0.004696047973018258,0.5753998316498317,,,,
0.7798591117834284,0.016036000270634232,,,,
